nitrogen,phosphorus,potassium,ph,temperature,humidity,rainfall,soil,season,crop
98.1,46.43,49.07,6.88,25.95,80.29,269.65,Clay Loam,Kharif,Rice
21.17,34.53,22.62,6.86,26.38,56.83,113.57,Sandy Loam,Kharif,Mango
59.95,32.39,38.01,6.59,28.81,77.64,172.09,Alluvial,Kharif,Jute
34.86,59.47,32.32,6.46,15.15,71.18,61.3,Sandy,Kharif,KidneyBeans
101.28,54.08,89,6.41,23.79,74.58,200.03,Loamy,Kharif,Coffee
82.01,64.08,321.39,7.36,30.95,78.43,160.89,Clay Loam,Kharif,Banana
47.25,33.87,113.18,7.37,28.97,70.46,174.77,Loamy,Kharif,Coconut
30.33,30.87,30.93,6.96,31.41,66.6,138.7,Red Soil,Kharif,Mango
34.37,52.21,30.87,7.42,25.77,61.31,104.1,Loamy,Kharif,PigeonPeas
81.49,62.71,312.7,7.27,34.73,86.35,128.11,Clay Loam,Kharif,Banana
27.23,64.82,26.28,6.24,21.23,62.07,58.54,Loamy,Rabi,Lentil
50.17,53.66,44.85,6.29,15.85,56.32,51.95,Clay Loam,Rabi,Wheat
100.6,56.27,58.6,7.22,27.58,71.8,46.59,Sandy Loam,Kharif,Watermelon
116.22,41.51,84.11,6.11,15.15,75.85,179.31,Clay Loam,Kharif,Coffee
29,45.83,39.49,7.62,33.47,52.58,48.5,Sandy,Kharif,MothBeans
92.36,62.05,268.22,6.33,25.76,78.59,148.69,Clay Loam,Kharif,Banana
31.33,123.82,216.05,5.82,21.4,62.77,116.4,Clay Loam,Rabi,Apple
92.98,41.85,42.32,6.17,21.68,85.34,168.24,Clay,Kharif,Rice
103.14,47.38,42.52,7.13,25.19,74.35,60.76,Sandy Loam,Zayad,Watermelon
53.38,33.47,34.85,7.08,34.19,77.39,206.71,Clay,Kharif,Jute
93.13,44.72,104.22,6.14,17.77,80.24,167.33,Red Soil,Kharif,Coffee
22.73,19.63,18.43,6.65,34.79,45.95,95.36,Red Soil,Rabi,Pomegranate
32.23,44.34,26.07,6.64,28.95,80.86,74.04,Loamy,Zayad,MungBean
37.68,64.31,26.93,6.51,15.77,60.51,86.03,Sandy,Kharif,KidneyBeans
81.44,68.63,293.32,6.91,30.87,81.63,134.37,Clay Loam,Kharif,Banana
43.17,50.75,51.23,6.28,20.98,70.24,81.2,Clay,Rabi,Chickpea
20.48,57.4,23.14,6.4,25.89,73.36,105.01,Loamy,Kharif,PigeonPeas
20.35,55.15,29.59,7.57,32.4,59.77,56.23,Sandy Loam,Kharif,MothBeans
109.96,48.36,109.92,6.06,17.31,73.07,215.61,Clay Loam,Rabi,Coffee
69.62,49.33,48.51,6.76,23.24,56.84,61.48,Loamy,Rabi,Wheat
97.66,42.63,58.64,6.16,31.96,73.58,79.54,Sandy,Kharif,Muskmelon
95.64,40.8,49.8,6.05,26.49,88.26,189.84,Loamy,Rabi,Rice
85.38,61.14,97.09,6.61,27.48,72.8,113.54,Loamy,Kharif,Papaya
37.97,50.96,46.98,6.3,27.97,76.09,91.49,Sandy Loam,Rabi,Chickpea
21.75,54.67,33.86,6.01,29,66.86,96.74,Clay,Kharif,PigeonPeas
135.04,51.2,55.2,6.82,26.01,73.1,115,Loamy,Kharif,Cotton
42.4,55.26,47.98,7.04,29.93,69.66,64.52,Sandy Loam,Rabi,Chickpea
95.33,69.86,277.95,6.48,26.01,80.28,120.32,Loamy,Kharif,Banana
39.88,97.55,295.36,6.49,34.75,73.01,95.31,Black Soil,Rabi,Grapes
88.32,54.06,22.79,6.04,26.37,70.27,89.67,Loamy,Rabi,Maize
36.45,105.41,211.75,7.09,16.8,70.72,60,Sandy,Kharif,Grapes
26.31,62.03,31.55,6.56,28.01,70.59,82.36,Loamy,Kharif,PigeonPeas
24.86,53.75,20.33,7.09,27.86,61.21,59.43,Sandy Loam,Kharif,MothBeans
93.83,50.32,50.07,6.47,29.15,73.35,54.43,Sandy Loam,Kharif,Watermelon
90.88,47.97,40.05,6.57,20.14,82.4,183.55,Clay Loam,Kharif,Rice
139.43,50.76,46.08,6.26,27.38,78.04,92.21,Clay,Kharif,Cotton
122.78,51.15,48.19,6.18,26.9,65.41,61.5,Loamy,Kharif,Cotton
37.1,43.75,24.29,6.4,28.53,76.3,88.67,Loamy,Zayad,MungBean
111.08,53.01,45.9,6.77,29.88,69.81,61.17,Sandy Loam,Zayad,Watermelon
110.54,45,54.2,7.29,23.39,60.46,105.92,Loamy,Kharif,Cotton
20.18,113.32,289.2,6.83,28.07,65.39,88.33,Loamy,Rabi,Grapes
30.78,18.56,17.38,7.21,23.76,69.35,137.71,Sandy Loam,Kharif,Orange
66.23,46.67,52.59,7.44,13.32,57.5,59.76,Clay,Rabi,Wheat
85.5,58.25,56.14,6.76,31.47,70.05,45.57,Sandy,Kharif,Muskmelon
28.55,55.28,25.12,6.25,18.45,64.44,73.76,Loamy,Kharif,KidneyBeans
34.28,67.48,58.39,6.91,24.32,66.84,66.95,Clay,Rabi,Chickpea
38.92,15.74,15.96,6.47,24.27,66.91,120.92,Loamy,Kharif,Orange
27.3,56.07,22.98,7.16,23.12,69.23,66.09,Loamy,Rabi,Lentil
118.07,73.81,263.82,7.48,27.63,81.33,173.74,Clay Loam,Kharif,Banana
62.46,49.86,52.2,7.19,21.35,53.72,54.84,Loamy,Rabi,Wheat
27.15,25.13,23.19,7.38,28.03,63.25,139.15,Loamy,Kharif,Mango
96.81,79.07,94.31,6.97,25.94,74.3,164.56,Loamy,Kharif,Papaya
33.79,56.14,38.83,7.24,32.6,80.96,96.41,Loamy,Kharif,MungBean
49.85,28.14,21.69,6.83,18.24,60.05,114.06,Red Soil,Rabi,Orange
37.87,58.4,38.34,7.05,17.77,68.13,46.84,Clay Loam,Rabi,Lentil
30.76,63.58,32.84,6.77,20.29,73.4,72.96,Loamy,Rabi,Lentil
115.36,56.13,51.43,6.85,29.88,77.65,50.51,Sandy Loam,Kharif,Watermelon
21.53,68.69,22.62,6.91,16.26,66.83,76.97,Sandy Loam,Kharif,KidneyBeans
98.96,65.24,291.4,6.35,30.89,75.01,182.9,Clay Loam,Kharif,Banana
22.75,51.01,38.65,7.84,33.49,62.07,36.9,Sandy,Kharif,MothBeans
94.89,46.03,41.66,6.89,20.61,83.22,232.91,Clay,Rabi,Rice
110.02,47.89,46.16,6.68,30.72,77.54,72.83,Sandy,Kharif,Watermelon
43.24,50.73,42.47,6.55,26.99,66.65,83.89,Clay,Rabi,Blackgram
29.72,108.11,206.21,7.1,21.45,65.28,66.46,Loamy,Kharif,Grapes
35.91,29.02,36.36,6.91,34.97,61.76,89.85,Loamy,Kharif,Mango
104.28,53.05,58.18,6.2,31.01,65.78,46.79,Sandy Loam,Kharif,Watermelon
31.53,60.66,27.06,6.13,15.08,66.81,85.18,Sandy Loam,Kharif,KidneyBeans
131.09,50.8,44.72,6.31,23.35,62.59,60.95,Black Soil,Kharif,Cotton
28.78,53.3,24.05,6.81,28.82,55.82,47,Loamy,Kharif,MothBeans
45.7,54.35,58.13,6.18,22.42,70.15,96.36,Loamy,Rabi,Chickpea
98.96,59.26,56.59,6.27,31.39,71.44,56.87,Sandy Loam,Kharif,Watermelon
23.89,45.02,30.14,6.78,32.93,82.33,66.96,Loamy,Kharif,MungBean
92.58,65.38,80.16,6.15,31.4,72.12,173.83,Red Soil,Kharif,Papaya
83.72,47.94,48.38,7.35,24.81,75.63,40.63,Loamy,Kharif,Watermelon
110.43,49.88,90.89,6.45,21.81,84.95,203.07,Red Soil,Rabi,Coffee
89.87,48.41,43.31,5.79,25.38,80.45,248.65,Clay,Kharif,Rice
31.15,149.56,227.13,6.39,20.05,71.54,113.53,Sandy Loam,Rabi,Apple
35.87,30.81,21.27,6.7,19.75,79.36,134.58,Loamy,Rabi,Orange
58.45,41.69,56.14,7.28,16.49,58.75,69.55,Clay Loam,Rabi,Wheat
84.97,51.37,57.83,7.37,27.11,74.64,63.65,Sandy Loam,Kharif,Watermelon
80.62,67.03,97.34,6.54,26.83,71.46,174.55,Sandy Loam,Kharif,Papaya
30.78,69.48,58.97,6.15,27.68,75.55,66.39,Sandy Loam,Rabi,Chickpea
32.93,54.17,41.63,7.32,28.07,64.74,93.61,Clay,Rabi,Chickpea
28.84,63.39,36.41,6.98,16.47,71.82,97.62,Sandy Loam,Rabi,KidneyBeans
25.31,57.46,33.88,7.45,16.89,67.15,64.28,Loamy,Rabi,Lentil
91.03,69.5,82.11,6.01,28.43,80.41,117.11,Red Soil,Kharif,Papaya
80.54,44.43,29.95,5.54,22.19,66.86,64.3,Sandy Loam,Rabi,Maize
89.81,54.98,22.48,6.08,22.12,70.51,53.7,Clay Loam,Kharif,Maize
35.29,40.59,25.75,7.41,33.83,75.49,73.6,Sandy,Zayad,MungBean
107.47,58.94,60,6.62,24.61,78.53,72.13,Loamy,Kharif,Cotton
36.8,50.96,31.16,7.25,16.47,72.48,61.47,Clay Loam,Rabi,Lentil
67.28,41.06,59.37,6.94,21.25,63.81,61.64,Clay Loam,Rabi,Wheat
20.81,69.9,35.46,6.17,24.6,70.34,61.63,Loamy,Rabi,KidneyBeans
25.39,21.55,22.43,7.38,33.14,55.15,77.8,Loamy,Kharif,Mango
30.64,109.88,234.49,6.75,27.81,71.73,70.38,Loamy,Kharif,Grapes
81.16,44.86,59.59,6.02,28.58,77.68,76.79,Sandy,Zayad,Muskmelon
32.71,27.3,15.93,7.22,34.92,43.08,54.74,Red Soil,Rabi,Pomegranate
24.88,114.52,247.11,5.54,13.52,62.08,116.33,Loamy,Rabi,Apple
81.69,49.77,44.55,6.95,24.76,84.12,224.29,Clay Loam,Kharif,Rice
24.81,107.28,260.22,6.57,27.56,74.49,93.28,Sandy,Rabi,Grapes
20.71,66.49,27.62,6.17,16.23,60.24,77.42,Sandy,Kharif,KidneyBeans
38.8,24.18,34.73,6.92,33.45,69.43,120.63,Sandy Loam,Kharif,Mango
51.53,42.58,55.45,6.64,17.38,64.42,65.55,Clay,Rabi,Wheat
48.04,26.51,34.58,7.2,15.8,63.72,132.78,Red Soil,Kharif,Orange
93.62,61.67,93.63,6.29,28.45,71.04,136.51,Loamy,Kharif,Papaya
109.98,58.82,56.95,6.42,29.24,64.24,104.55,Clay,Kharif,Cotton
24.39,93.42,254.29,6.5,29.95,61.35,73.99,Sandy,Rabi,Grapes
88.84,56.14,55.5,6.33,31.07,66.33,75.9,Loamy,Kharif,Watermelon
40.07,37.8,104.43,6.42,30.31,73.74,187.58,Loamy,Kharif,Coconut
95.08,78.55,98.83,6.32,30.54,77.37,107.95,Loamy,Kharif,Papaya
59.23,45.42,44.42,6.7,18.62,50.75,62.43,Loamy,Rabi,Wheat
102.46,68.04,257.22,7.07,27.33,83.42,131.19,Clay Loam,Kharif,Banana
31.43,15.77,18.08,6.07,29.17,60.1,113.81,Red Soil,Rabi,Orange
50.41,31.53,25.95,7.46,27.46,82.42,201.96,Clay,Kharif,Jute
36.95,52.93,40.32,7.07,25.03,60.42,84.21,Loamy,Rabi,Chickpea
31.12,18.13,30.73,6.65,18.15,64.86,113.99,Sandy Loam,Kharif,Orange
99.86,58.12,107.31,6,21.52,73.06,194.61,Red Soil,Rabi,Coffee
31.81,92.63,202.28,6.07,30.56,66.38,79.62,Loamy,Kharif,Grapes
28.15,60.59,31.6,7.44,20.7,72.86,75.06,Clay Loam,Rabi,Lentil
89.71,44.85,25.87,5.62,22.37,68.64,68.15,Loamy,Rabi,Maize
100.39,58.6,44.56,6.87,31.07,79.65,68.92,Loamy,Kharif,Watermelon
56.25,24.64,26.05,6.84,25.13,84.61,180.46,Clay,Kharif,Jute
26,52.22,29.9,6.88,20.38,74.06,116.81,Red Soil,Kharif,PigeonPeas
38.11,60.99,32.55,6.65,28.39,65.57,91.95,Red Soil,Kharif,PigeonPeas
63.12,42.04,48.48,6.88,13.02,53.65,71.92,Loamy,Rabi,Wheat
88.22,44.87,48.03,6.55,24.34,78.04,67,Sandy Loam,Zayad,Muskmelon
34.83,68.26,42.86,7.09,21.28,65.55,72.48,Loamy,Rabi,Chickpea
108.53,46.1,57.98,6.14,22.05,61.43,69.22,Clay,Kharif,Cotton
78.09,59.61,34.54,5.98,20.14,72.92,61.56,Clay Loam,Rabi,Maize
40.32,43.88,135.73,7.07,31.59,71.42,177.19,Sandy,Kharif,Coconut
117.95,44.89,84.79,6.03,22.05,72.33,192.29,Loamy,Rabi,Coffee
83,63.16,80.81,6.28,25.37,82.45,178.8,Red Soil,Kharif,Papaya
111.15,45.33,58.27,7.2,22.67,73.97,88.24,Black Soil,Kharif,Cotton
80.56,48.34,45.64,6.89,28.88,73.98,56.15,Loamy,Kharif,Muskmelon
46.15,69.15,35,7.33,25.48,71.23,71.65,Red Soil,Rabi,Blackgram
34.86,54.57,36.77,6.74,22.49,66.42,65.28,Sandy Loam,Rabi,KidneyBeans
112.87,54.25,40.5,6.92,24.9,70.62,119.96,Loamy,Kharif,Cotton
97.03,45.51,44.91,6.94,25.5,88.8,196.36,Clay Loam,Kharif,Rice
34.41,138.25,229.52,5.79,15.66,73.05,105.99,Clay Loam,Rabi,Apple
39.87,57.35,28.86,6.15,33.99,82.5,77.95,Loamy,Zayad,MungBean
132.18,49.9,57.96,6.44,26.12,63.92,64.03,Loamy,Kharif,Cotton
27.18,67.86,29.37,6.9,18.29,71.34,73.84,Sandy,Rabi,KidneyBeans
84.22,40.2,80.66,6.22,25.66,70.88,167.91,Clay Loam,Kharif,Coffee
60.55,41.51,46.18,6.23,16.34,53.78,45.3,Clay Loam,Rabi,Wheat
88.72,62.87,250.84,6.94,27.05,80.52,110.08,Clay Loam,Kharif,Banana
32.48,62.72,20.52,6.24,23.33,63.61,84.63,Sandy Loam,Rabi,KidneyBeans
29.16,59.15,28.54,7.11,30.96,71.63,96.55,Sandy,Zayad,MungBean
93.89,70.71,90.6,6.92,26.97,80.13,115.21,Red Soil,Kharif,Papaya
24.98,55.02,29.42,7.2,26.83,75.11,94.08,Clay Loam,Zayad,MungBean
124.9,53.81,47.47,6.65,23.76,69.52,92.93,Loamy,Kharif,Cotton
25.34,18.9,26.76,7.36,18.18,54.81,80.36,Sandy,Rabi,Pomegranate
80.28,76.2,349.5,6.39,34.03,83.15,169.91,Red Soil,Kharif,Banana
31.81,51.05,20.12,6.66,23.04,62.45,87.44,Sandy Loam,Rabi,KidneyBeans
89.41,53.18,46.3,6.45,29.31,69.43,79.57,Loamy,Zayad,Watermelon
89.6,54.18,34.34,6.54,20.52,67.1,74.02,Sandy Loam,Rabi,Maize
51.21,39.17,107.99,6.43,28.48,83.87,161.06,Loamy,Kharif,Coconut
36.01,68.03,37.94,6.67,21.18,65.29,104.71,Red Soil,Kharif,PigeonPeas
54.02,20.49,35.61,6.91,34.72,89.17,228.87,Clay,Kharif,Jute
26.2,62.39,34.3,7.09,26.67,62.63,82.83,Loamy,Kharif,PigeonPeas
83.43,79.04,82.86,6.75,22.99,71.08,171.52,Sandy Loam,Kharif,Papaya
80.44,59.26,34.29,6.04,23.47,73.82,60.86,Loamy,Kharif,Maize
27.96,28.78,32.43,7.35,21.42,45.92,65.55,Red Soil,Kharif,Pomegranate
83.68,73.62,338.29,6.7,28.36,85.84,155.35,Red Soil,Kharif,Banana
101.86,44.98,92.78,6.26,22.85,80.49,228.74,Loamy,Rabi,Coffee
33.48,53.11,53.31,6.23,24.3,79.64,66.63,Sandy Loam,Rabi,Chickpea
52.77,46.57,148.93,7.04,30.72,78.13,234.44,Loamy,Kharif,Coconut
38.86,50.48,46.6,7.42,29.3,76.21,67.05,Loamy,Rabi,Blackgram
21.33,30.28,27.55,6.17,33.21,68.66,132.44,Sandy Loam,Kharif,Mango
59.19,34.23,108.52,7.39,34.49,79.75,204.3,Sandy,Kharif,Coconut
35.73,111.3,208.71,5.7,16.11,61.27,123,Sandy Loam,Rabi,Apple
82.47,74.12,96.44,6.81,28.45,72.6,140.35,Red Soil,Kharif,Papaya
97.84,71.65,94.55,6.6,26.63,70.82,178.36,Red Soil,Kharif,Papaya
20.57,55.97,26.12,6.54,31.31,68.94,31.72,Sandy,Kharif,MothBeans
31.08,63.22,46.9,6.6,25.79,69.25,68.08,Sandy Loam,Rabi,Chickpea
38.89,50.27,20.92,6.39,22.09,66.67,58.33,Sandy,Rabi,Lentil
29.15,67.43,27.79,6.75,27.06,63.25,108.84,Loamy,Kharif,PigeonPeas
80.76,65.61,84.42,6.11,27.62,82.56,105.94,Loamy,Kharif,Papaya
41.21,23.11,26.33,6.71,15.72,66.77,127.43,Loamy,Rabi,Orange
89.16,63.79,297.13,6.9,28.86,88.84,169.24,Loamy,Kharif,Banana
89.36,41.45,46.33,6.61,24.41,81.71,186.3,Loamy,Rabi,Rice
81.99,48.7,47.66,6.4,21.62,85.88,244.09,Loamy,Kharif,Rice
40.14,22.42,21.83,6.77,34.68,82.18,246.3,Alluvial,Kharif,Jute
32.66,100.48,236.99,6.41,19.29,68.45,128.76,Sandy Loam,Rabi,Apple
20.67,48.97,38.6,6.69,26.69,77.43,92.48,Sandy,Zayad,MungBean
92.03,60.21,88.19,6.45,28.91,70.35,102.49,Red Soil,Kharif,Papaya
90.41,42.09,57.59,6.6,28.06,73.32,44.44,Sandy Loam,Zayad,Muskmelon
30.94,65.01,31.51,6.65,20.16,78.34,95.35,Clay,Kharif,PigeonPeas
21.45,111.14,240.9,6.15,17.09,71.36,115.08,Clay Loam,Rabi,Apple
111.99,45.81,43.6,6.62,26.9,69.33,80.57,Black Soil,Kharif,Cotton
81.44,59.25,22.44,6.79,24.46,57.58,67.72,Sandy Loam,Kharif,Maize
126.21,46.39,59.41,6.33,24.05,64.9,82.74,Clay,Kharif,Cotton
38.74,60.51,49.62,6.75,33.3,70.37,74.66,Loamy,Rabi,Blackgram
39.35,56.32,21.53,6.22,23.18,62.66,93.31,Sandy,Kharif,KidneyBeans
73.47,42.75,24.88,5.59,18.9,57.21,63.44,Sandy Loam,Kharif,Maize
32.55,19.26,27.07,6.73,25.8,54.19,76.71,Loamy,Kharif,Pomegranate
96.37,54.11,43.31,6.92,28.96,69.1,58.75,Sandy Loam,Kharif,Muskmelon
82.78,41.99,47.74,5.74,24.27,88.35,174.43,Clay,Kharif,Rice
30.74,59.6,35.98,6.69,25.58,75.11,112.35,Loamy,Kharif,PigeonPeas
26.57,104.66,272.29,6.62,17.83,65.49,91.03,Loamy,Kharif,Grapes
34.37,54.01,30.49,6.2,29.3,69.67,102.35,Clay,Kharif,PigeonPeas
23.5,55.56,31.04,6.85,22.89,63.23,84.7,Sandy Loam,Kharif,KidneyBeans
80.98,48.71,48.74,6.52,27.99,79.5,49.36,Loamy,Kharif,Muskmelon
81.46,58.83,46.02,6.32,25.43,66.14,62.63,Sandy,Zayad,Muskmelon
96.24,49.86,45.49,6.21,25.09,70.56,75.7,Sandy,Zayad,Muskmelon
43.37,36.88,22,6.6,25.36,83.14,203.77,Loamy,Kharif,Jute
97.39,43.35,45.03,6.78,26.01,85.82,169.01,Loamy,Kharif,Rice
53.03,41.11,103.7,6.1,28.55,79.3,170.54,Coastal Sandy,Kharif,Coconut
30.47,51.47,21.73,6.28,27.75,68.41,96.93,Red Soil,Kharif,PigeonPeas
27.2,47.62,36.01,7.33,29.85,64.08,48.15,Sandy Loam,Kharif,MothBeans
28.74,21.81,24.77,7.5,21.92,53.33,82.98,Loamy,Rabi,Pomegranate
94.49,74.27,98.83,6.23,23.55,84.98,195.27,Red Soil,Kharif,Papaya
22.13,51.81,25.03,6.25,23.06,70.77,74.93,Clay Loam,Rabi,Lentil
118.98,44.24,105.01,6.12,20.38,72.63,177.89,Clay Loam,Rabi,Coffee
95.56,47.76,108.82,6.16,26.6,82.44,214.1,Clay Loam,Kharif,Coffee
21.76,112.3,230.87,6.09,21.2,64.43,143.57,Loamy,Rabi,Apple
81.57,68.22,93.76,6.46,22.19,70.37,134.17,Sandy Loam,Kharif,Papaya
47.26,61.73,54.07,6.92,29.37,73.45,77.5,Loamy,Rabi,Chickpea
35.95,63.2,54.57,6.76,27.5,67.69,63.36,Sandy Loam,Rabi,Chickpea
19.03,29.81,18.32,7.48,33.12,43.38,86.15,Sandy,Rabi,Pomegranate
21.51,23.17,23.43,7.48,32.46,54.58,90.29,Sandy,Rabi,Pomegranate
117.54,55.32,48.22,6.85,21.87,70.36,78.79,Loamy,Kharif,Cotton
64.86,50.59,48.33,6.5,14.58,56.14,55.93,Loamy,Rabi,Wheat
67.56,40.85,48.87,7.18,23.6,63.32,78.24,Clay,Rabi,Wheat
81.7,45.53,115.44,6.19,19.14,72.94,192.42,Clay Loam,Kharif,Coffee
89.07,67.22,291.24,6.64,28.68,87.61,169.02,Red Soil,Kharif,Banana
94.29,48.52,55.03,6.17,26.48,75.38,46,Sandy,Kharif,Muskmelon
31.3,54.38,22.92,6.96,22.31,63.7,88.17,Clay,Kharif,PigeonPeas
66.96,47.79,44,6.15,23.14,62.66,58.55,Clay Loam,Rabi,Wheat
29.74,64.76,35.89,6.13,19.1,69.63,79.51,Sandy Loam,Rabi,KidneyBeans
24.09,16.41,38.26,7.22,27.56,53.73,141.09,Red Soil,Kharif,Mango
87.26,47.37,44.62,6.76,27.24,70.21,73.67,Loamy,Zayad,Watermelon
22.74,57.97,39.14,7.09,26.25,78.3,60.55,Sandy,Kharif,MungBean
38.91,60.78,48.94,6.98,21.36,67.92,80.35,Clay,Rabi,Chickpea
93.26,45.76,47.71,6,24.01,82.18,200.88,Clay Loam,Kharif,Rice
30.96,29.29,29.65,6.2,25.08,65.21,148.32,Sandy Loam,Kharif,Mango
36.55,58.63,32.08,7.05,21.8,72.34,108.87,Loamy,Kharif,PigeonPeas
29.54,15.81,24.88,6.94,22.43,54.37,94.73,Red Soil,Kharif,Pomegranate
23.29,43.88,31.78,7.36,26.68,54.58,51.1,Sandy Loam,Kharif,MothBeans
35.96,130.9,233.29,6.96,19.73,72.11,136.33,Clay Loam,Rabi,Apple
39.05,128.6,229.36,5.67,12.16,70.19,140.05,Sandy Loam,Rabi,Apple
33.6,54.76,36.93,7.62,28.73,53.76,35.81,Sandy,Kharif,MothBeans
33.74,62.2,29.61,6.58,18.77,64.26,89.44,Loamy,Kharif,KidneyBeans
20.45,50.58,31.56,7.04,32,80.38,66.36,Clay Loam,Kharif,MungBean
93.11,75.71,99.66,6.58,22.54,72.59,149.68,Red Soil,Kharif,Papaya
49.03,34.22,31.91,6.32,31.04,75.31,226.17,Loamy,Kharif,Jute
16.08,53.79,30.23,7.71,32.3,64.94,42.12,Sandy Loam,Kharif,MothBeans
80.24,57.3,48.88,6.72,27.4,65.15,49.72,Sandy Loam,Zayad,Muskmelon
28.7,16.43,22.74,7.07,29.8,44.94,76.92,Sandy,Kharif,Pomegranate
99.54,49.39,53.23,6.24,26.85,76.04,76.95,Sandy,Kharif,Watermelon
124.52,47.9,49.1,6.33,28.76,79.72,87.63,Black Soil,Kharif,Cotton
46.61,60.88,49.85,7.19,25.13,72.98,66.1,Loamy,Kharif,Blackgram
27.51,123.27,208.09,5.62,20.23,66.95,120.72,Loamy,Rabi,Apple
89.61,55.4,45.34,6.12,30.44,70.43,46.37,Sandy,Kharif,Watermelon
34.73,29.76,33.11,6.97,21.03,65.18,108.9,Sandy Loam,Rabi,Orange
124.97,58.13,42.92,6.51,27.85,78.65,94.96,Clay,Kharif,Cotton
53.02,43.82,128.65,6.9,34.9,80.69,194.87,Loamy,Kharif,Coconut
83.26,46.61,41.32,6.05,25.56,86.73,231.21,Clay Loam,Rabi,Rice
102.87,58.64,54.38,7.3,24.79,71.45,41.25,Sandy,Zayad,Watermelon
101.73,43.76,47.29,6.47,24.57,66.36,44.96,Sandy,Kharif,Watermelon
20.61,53.55,33.43,6.83,28.05,63.78,34.53,Loamy,Kharif,MothBeans
33.36,54.13,37.12,6.13,25.26,72.87,70.95,Sandy,Zayad,MungBean
81.29,77.71,320.47,6.24,29.96,79.89,119.8,Red Soil,Kharif,Banana
98.69,78.06,91.49,6.1,24.16,78.06,162.01,Loamy,Kharif,Papaya
111.98,40.69,87.94,6.31,25.77,71.81,189.73,Loamy,Rabi,Coffee
95.65,78.19,80.5,6.19,23.91,83.75,149.37,Sandy Loam,Kharif,Papaya
94.55,49.83,57.66,6.56,28.55,73.54,50.84,Sandy Loam,Zayad,Muskmelon
48,61.7,40.82,7.16,25.7,74.2,70.6,Sandy Loam,Rabi,Chickpea
25.08,103.4,245.98,5.61,23.32,72.05,134.22,Clay Loam,Rabi,Apple
45.25,63.84,52.41,6.23,25.1,79.09,88.26,Clay,Rabi,Chickpea
20.87,66.78,33.98,5.53,20.78,65.98,68.03,Sandy Loam,Rabi,KidneyBeans
94.88,60.44,94.55,6.65,23.43,82.45,175.87,Sandy Loam,Kharif,Papaya
88.75,44.21,41.29,6.13,25.82,83.05,182.95,Loamy,Rabi,Rice
23.71,68.01,21.56,6.56,18.41,68.52,68.24,Sandy,Rabi,Lentil
87.45,46.52,25.47,6.82,24.45,70.11,55.83,Sandy Loam,Rabi,Maize
93.76,45.73,51.79,6.19,27.41,67.49,75.49,Sandy,Zayad,Watermelon
42.43,51.43,33.83,7.12,27.92,67.22,91.13,Loamy,Kharif,Blackgram
58.44,34.48,36.7,6.31,34.86,89.06,240.42,Alluvial,Kharif,Jute
34.36,18.95,28.18,7.13,17.49,38.48,85.32,Sandy,Rabi,Pomegranate
20.69,20.65,32.84,6.2,33.14,63.05,138.93,Sandy Loam,Kharif,Mango
86.46,58.2,114.94,6.34,23.69,84.65,185.75,Clay Loam,Rabi,Coffee
38.45,112.64,276.41,7.39,20.01,65.04,83.82,Loamy,Rabi,Grapes
85.83,41.16,47.61,5.79,23,82.14,261.26,Clay Loam,Kharif,Rice
58.18,32.47,132.05,6.04,32.11,81.1,181.09,Coastal Sandy,Kharif,Coconut
62.3,50.36,41.77,6.7,13.6,67.94,55.77,Loamy,Rabi,Wheat
92.6,40.96,47.05,6.43,24.57,87.97,242.12,Clay,Kharif,Rice
34.05,53.35,25.32,6.03,26.09,67.17,117.06,Loamy,Kharif,PigeonPeas
100.93,43.11,86.57,6.28,18.15,75.57,153.22,Red Soil,Rabi,Coffee
113.25,47.15,87,6.4,24.12,82.21,211.61,Red Soil,Rabi,Coffee
98.73,63.51,252.49,6.99,28.11,88.89,162.81,Loamy,Kharif,Banana
29.91,52.28,22.71,6.79,29.93,82.31,94.03,Clay Loam,Zayad,MungBean
16.52,40.58,30.4,7.13,25.35,68.36,33.76,Sandy Loam,Kharif,MothBeans
34.83,125.13,243.57,5.89,17.68,64.84,113.35,Sandy Loam,Rabi,Apple
87.87,78.04,87.54,6.75,26.08,81.08,131.9,Loamy,Kharif,Papaya
64.8,46.33,55.78,6.77,21.03,58.49,72.75,Clay,Rabi,Wheat
16.36,51.38,39.7,7.11,27.25,56.79,34.63,Sandy Loam,Kharif,MothBeans
82.17,63.04,85.65,6.57,30.73,74.66,106.44,Sandy Loam,Kharif,Papaya
53.05,38.94,144.03,7.3,30.76,84.94,161.17,Sandy,Kharif,Coconut
111.11,59.81,51.72,7.47,23.17,75.73,100.22,Loamy,Kharif,Cotton
23.14,21.78,26.5,7,33.27,45.09,54.02,Red Soil,Kharif,Pomegranate
121.65,42.69,41.36,6.86,25.62,69.32,110.03,Clay,Kharif,Cotton
114.35,44.31,107.96,6.12,20.94,70.59,171.94,Loamy,Rabi,Coffee
22.66,55.66,29.61,5.64,19.69,73.14,95.82,Loamy,Kharif,KidneyBeans
81.58,61.36,91.43,6.87,24.74,75.61,182.28,Loamy,Kharif,Papaya
56.57,41.05,43.78,6.87,23.17,65.59,72.56,Loamy,Rabi,Wheat
117.72,51.74,49.03,7.13,21.39,60.15,106.16,Black Soil,Kharif,Cotton
34.9,67.36,21.19,7.34,24.14,65.2,64.7,Clay Loam,Rabi,Lentil
